order_id,order_purchase_timestamp,order_approved_at,seller_dispatch_time,customer_delivery_time
00a77fd7b8888,22/06/2021 19:53,22/06/2021 20:05,Fast,Fast
73527550dd809,08/12/2021 14:33,08/12/2021 14:49,Fast,Fast
e2ecc826dd141,23/09/2021 18:20,23/09/2021 18:44,Fast,Fast
5a12cb5577a49,23/02/2021 22:03,23/02/2021 22:15,Delay,Fast
69333692b1e65,07/08/2021 09:25,08/08/2021 04:04,Fast,Fast
4030d0d9e4081,14/06/2021 17:34,15/06/2021 03:10,Fast,Fast
8f2c9e4ddb79b,03/08/2021 15:46,05/08/2021 03:03,Fast,Fast
693868aee6917,31/01/2022 11:48,31/01/2022 14:21,Fast,Fast
cce9265e5369b,13/09/2021 11:14,13/09/2021 11:25,Fast,Fast
0bf13930e5628,26/11/2021 15:50,28/11/2021 16:03,Fast,Delay
1cfd2ce6a571f,23/01/2022 17:33,23/01/2022 18:07,Fast,Fast
d1d4b97df238e,27/11/2021 20:39,27/11/2021 20:59,Fast,Fast
c2878b9ddd8c1,14/06/2021 11:38,14/06/2021 11:55,Fast,Fast
c76b568b07cd3,28/01/2022 18:30,30/01/2022 05:31,Fast,Fast
a93a5528826a5,23/11/2021 18:23,23/11/2021 18:55,Delay,Fast
471d179bd5942,09/09/2021 03:24,12/09/2021 04:44,Fast,Fast
f237e80f8e09e,09/02/2021 23:19,09/02/2021 23:30,Fast,Fast
b08358e2dddb7,27/12/2021 21:42,29/12/2021 02:08,Fast,Delay
493bfab511048,06/09/2021 12:51,06/09/2021 13:05,Fast,Fast
3dbf606b804ab,02/03/2021 11:20,02/03/2021 11:30,Delay,Delay
670de6a1210e0,29/01/2022 17:02,29/01/2022 17:18,Fast,Fast
0af28dbe1a2cc,05/10/2021 19:23,05/10/2021 20:28,Fast,Fast
c2bf1838c9413,18/01/2022 12:24,18/01/2022 12:37,Fast,Fast
dbe267874551f,12/01/2022 20:08,12/01/2022 20:16,Fast,Fast
2656fdef1a73b,02/09/2021 22:27,02/09/2021 22:35,Fast,Fast
65b214e244426,01/06/2021 21:09,01/06/2021 21:22,Fast,Fast
7fa8751f1e498,15/02/2021 09:41,17/02/2021 02:16,Fast,Fast
190e868f44c12,14/03/2021 16:12,14/03/2021 16:12,Fast,Fast
fc0973bac3a6a,09/02/2021 10:51,09/02/2021 11:03,Delay,Fast
0d3528c715332,02/01/2022 14:54,03/01/2022 04:37,Fast,Fast
9dfbb7e8edb36,14/12/2021 17:34,16/12/2021 02:51,Fast,Fast
481f2d584fa6e,26/01/2021 18:27,26/01/2021 19:00,Delay,Fast
9080eb3059598,27/11/2021 15:56,29/11/2021 02:18,Fast,Fast
7131220bd8e4a,14/12/2021 10:19,14/12/2021 10:33,Fast,Fast
01380d57bd42c,17/04/2021 19:32,17/04/2021 19:45,Fast,Fast
e2fd3ac3ab303,07/11/2021 12:48,08/11/2021 19:31,Fast,Fast
b8cd318000acf,03/08/2021 12:26,03/08/2021 15:23,Fast,Fast
0e44c05dd0e24,03/08/2021 09:38,03/08/2021 09:50,Fast,Fast
fbd089adc9dd8,25/08/2021 16:11,25/08/2021 16:25,Fast,Fast
bbfbe3acb5f10,24/03/2021 10:27,24/03/2021 10:35,Fast,Fast
f1847d3546542,15/12/2021 22:24,15/12/2021 22:36,Delay,Fast
05b2ebba70d00,17/05/2021 11:07,17/05/2021 11:22,Fast,Fast
543a9b13139a1,15/03/2021 08:19,15/03/2021 08:19,Delay,Fast
529e1b593eee0,21/01/2022 22:03,22/01/2022 14:01,Fast,Fast
71501750618b3,11/01/2022 08:30,11/01/2022 08:38,Fast,Fast
79832b86e1d5e,21/11/2021 08:52,21/11/2021 09:06,Fast,Fast
fd0ea0d021a0a,08/09/2021 16:38,08/09/2021 17:04,Fast,Fast
0334c24a91e68,06/09/2021 22:41,06/09/2021 22:50,Fast,Fast
05e650d411091,16/10/2021 14:49,16/10/2021 22:33,Fast,Fast
284c8ede7f9b3,03/06/2021 16:52,03/06/2021 17:05,Fast,Fast
e399682c0741e,26/11/2021 18:36,26/11/2021 18:53,Fast,Fast
dc32c5f1bce98,10/12/2021 23:02,10/12/2021 23:15,Fast,Fast
240126f64ed93,07/01/2022 11:11,08/01/2022 11:08,Fast,Fast
cb50847bec84c,31/07/2021 17:06,02/08/2021 02:50,Fast,Fast
570daa1318c0e,22/11/2021 18:23,22/11/2021 18:34,Fast,Fast
56ce646619f8e,24/11/2021 12:42,24/11/2021 14:53,Fast,Fast
698c421aebf4a,20/09/2021 13:56,21/09/2021 14:05,Fast,Fast
6b8d21ca30e46,04/01/2022 14:33,06/01/2022 02:07,Fast,Fast
f798a010f84bf,18/12/2021 13:47,18/12/2021 14:55,Fast,Fast
7f7875f932294,16/06/2021 10:32,16/06/2021 10:45,Fast,Fast
297b78842a5c0,26/07/2021 20:10,26/07/2021 20:23,Fast,Fast
40df92fa8b2f6,03/04/2021 18:20,04/04/2021 06:02,Fast,Fast
c44292556d814,16/11/2021 19:37,16/11/2021 19:56,Fast,Fast
a006e983bf54c,27/07/2021 19:52,27/07/2021 20:05,Fast,Fast
520ddc127f073,27/01/2022 20:36,27/01/2022 20:52,Fast,Fast
ae5e5e3778f66,28/11/2021 17:46,28/11/2021 17:56,Fast,Fast
68f0f8263b739,23/09/2021 10:46,26/09/2021 03:24,Fast,Fast
85be7ce21f755,21/09/2021 22:00,21/09/2021 22:48,Fast,Fast
47f1d4a3e8028,05/11/2021 11:12,05/11/2021 11:30,Fast,Fast
99c9fe55337e6,01/12/2021 09:05,01/12/2021 11:30,Fast,Fast
9c54a1b9823ff,17/01/2021 14:23,17/01/2021 14:30,Fast,Fast
a7c06c9b5fcb4,29/05/2021 09:28,29/05/2021 09:42,Fast,Fast
e7e312e5bc2b5,21/10/2021 11:01,21/10/2021 11:14,Fast,Fast
529579a0627a5,16/05/2021 13:58,16/05/2021 14:05,Fast,Fast
66e7b24c79a75,28/11/2021 14:31,29/11/2021 02:20,Fast,Delay
2b781bb71aed3,12/10/2021 09:33,12/10/2021 09:49,Delay,Fast
dcedaca3ad206,22/11/2021 16:56,22/11/2021 17:08,Fast,Fast
6a7e9995eb467,03/10/2021 08:34,03/10/2021 08:50,Fast,Fast
80dabdca8cc7e,01/10/2021 20:04,01/10/2021 20:23,Fast,Fast
7165ab6b5e592,17/01/2022 16:32,17/01/2022 16:49,Fast,Fast
a7ed24b57c9dc,06/12/2021 22:54,06/12/2021 23:55,Fast,Fast
216bc89a5df56,03/10/2021 19:29,03/10/2021 19:49,Fast,Fast
87a330e54cf65,13/09/2021 23:19,15/09/2021 02:10,Delay,Delay
cfe5cf65b3776,14/06/2021 16:29,14/06/2021 16:42,Fast,Fast
77d94864957be,20/11/2021 14:31,20/11/2021 14:38,Fast,Fast
eb94ce790a2e1,18/05/2021 23:25,21/05/2021 09:32,Fast,Fast
4d41ae09fb7b0,30/04/2021 00:12,30/04/2021 01:22,Fast,Fast
428956bc363a3,06/09/2021 13:14,06/09/2021 13:30,Fast,Delay
a9d5748225ed3,29/12/2021 11:08,29/12/2021 11:18,Delay,Fast
4473da725804a,26/10/2021 16:19,26/10/2021 17:31,Fast,Fast
ef340f8ae9748,10/05/2021 19:29,11/05/2021 04:10,Fast,Fast
8882b64932e89,16/03/2021 12:03,16/03/2021 12:03,Fast,Fast
52432d7f73c3f,12/12/2021 13:20,12/12/2021 13:31,Fast,Fast
884fc12369b32,18/12/2021 15:09,18/12/2021 15:19,Fast,Fast
ce38fee2a2ef3,07/01/2022 11:07,09/01/2022 07:19,Fast,Fast
3cb69ce49a282,06/07/2021 16:18,06/07/2021 16:43,Fast,Fast
00f2c852e96c1,06/04/2021 10:21,07/04/2021 03:15,Fast,Fast
6fa8041399cfe,04/01/2022 15:31,04/01/2022 15:47,Fast,Fast
55f60435bf9a5,07/12/2021 19:15,09/12/2021 02:37,Fast,Fast
4fe2e8b46f00f,13/01/2021 11:06,15/01/2021 11:05,Fast,Fast
c5a61706afe84,04/12/2021 12:44,04/12/2021 16:33,Fast,Fast
f01a5a084d647,22/11/2021 12:14,22/11/2021 12:26,Fast,Fast
70af5c1ada8d0,11/08/2021 11:59,12/08/2021 02:45,Fast,Fast
846de12040ab6,30/01/2022 11:51,04/02/2022 23:31,Fast,Fast
758e85024d83f,17/05/2021 22:16,18/05/2021 23:42,Fast,Fast
ff22f03088b82,22/08/2021 10:56,22/08/2021 11:10,Fast,Fast
efcdad2943baf,06/11/2021 12:09,06/11/2021 13:31,Fast,Fast
5f71bc39a989a,23/08/2021 14:29,25/08/2021 10:44,Fast,Fast
6014de6af54eb,05/03/2021 16:46,07/03/2021 03:43,Fast,Fast
1a17c151c2b0f,29/06/2021 16:38,29/06/2021 16:50,Fast,Fast
689e88c734bd0,12/10/2021 10:25,13/10/2021 21:07,Fast,Fast
2aab86176f05c,26/01/2022 21:56,26/01/2022 22:11,Fast,Fast
928cc7497e930,28/10/2021 10:26,28/10/2021 10:45,Fast,Fast
d8f4ac75857ff,27/11/2021 11:05,27/11/2021 11:15,Delay,Delay
20e223ae59b12,08/07/2021 12:23,11/07/2021 03:55,Fast,Fast
ac809df579700,25/05/2021 10:27,25/05/2021 10:35,Fast,Fast
c5a1e83e8751f,17/12/2021 14:44,17/12/2021 14:55,Fast,Fast
a313d68e2e5a2,19/11/2021 21:25,19/11/2021 21:46,Fast,Fast
2a6fcd4e9ffee,12/11/2021 15:20,12/11/2021 15:30,Fast,Fast
14001e73338af,31/01/2022 00:04,31/01/2022 01:04,Fast,Fast
c2b0699d4ed4e,04/12/2021 19:43,04/12/2021 19:55,Fast,Fast
2b596557a4562,13/05/2021 11:51,13/05/2021 12:14,Fast,Fast
d78143265fabe,31/10/2021 14:30,31/10/2021 15:31,Fast,Fast
dd6a1b6f5ae0a,05/08/2021 19:55,05/08/2021 20:05,Fast,Fast
2a61a7a422653,20/03/2021 00:36,20/03/2021 00:36,Fast,Fast
b835a792bca2e,10/03/2021 17:33,10/03/2021 17:33,Fast,Fast
313ecdeeb13c9,10/06/2021 13:07,13/06/2021 04:10,Fast,Fast
e8bcc9e5abccd,13/04/2021 21:06,13/04/2021 21:15,Fast,Fast
12d557aac9d4f,06/10/2021 08:52,06/10/2021 09:04,Fast,Fast
74748a96609f6,08/02/2021 12:55,10/02/2021 02:45,Fast,Fast
7d000da620949,29/12/2021 10:36,29/12/2021 10:49,Fast,Fast
ac2888e8b219d,29/09/2021 14:44,29/09/2021 15:04,Fast,Fast
9bbd03223a8e8,18/04/2021 08:01,19/04/2021 02:45,Fast,Fast
962168fb9df93,13/10/2021 13:34,18/10/2021 03:07,Fast,Fast
826b47f898b74,01/12/2021 22:37,01/12/2021 22:52,Fast,Fast
2188017f6d5cb,16/08/2021 22:34,17/08/2021 00:30,Fast,Fast
25dbad9578d1c,23/01/2022 11:15,23/01/2022 11:38,Fast,Fast
642d96816cc91,19/07/2021 18:44,20/07/2021 18:50,Fast,Fast
d92ec0039e06a,01/12/2021 13:01,03/12/2021 12:58,Fast,Fast
0899b7548d70d,30/08/2021 01:51,30/08/2021 02:05,Fast,Fast
fc85b9354c1bc,09/01/2022 19:19,12/01/2022 09:31,Fast,Fast
5a65b9e104163,16/09/2021 12:40,19/09/2021 03:55,Fast,Fast
9edcd3493b4d7,09/11/2021 13:00,09/11/2021 13:10,Fast,Fast
1bed422e42a5d,04/10/2021 15:47,04/10/2021 16:04,Fast,Fast
336e924c516c4,19/03/2021 17:06,19/03/2021 17:06,Fast,Fast
d12938ec0eea6,10/11/2021 12:30,13/11/2021 07:10,Delay,Delay
9c3e529e36fb8,19/08/2021 06:19,19/08/2021 06:35,Fast,Fast
3f0c7ed5786e3,20/11/2021 13:05,20/11/2021 13:19,Fast,Fast
2a520d110ade4,13/12/2021 11:49,13/12/2021 11:56,Fast,Fast
c9fddd79fdcca,27/11/2021 00:58,27/11/2021 01:12,Fast,Fast
6d646e7e9ce14,05/02/2021 11:58,05/02/2021 12:15,Fast,Fast
b405942e7d9e8,31/01/2022 10:09,01/02/2022 03:13,Delay,Fast
360d16fcac099,08/05/2021 12:20,08/05/2021 13:05,Delay,Fast
2733b7b45b330,22/01/2022 11:39,22/01/2022 14:25,Fast,Fast
6ef5dcc700210,09/11/2021 17:37,09/11/2021 17:48,Fast,Fast
fb7a31e5ba0b2,09/06/2021 10:05,09/06/2021 13:35,Fast,Fast
921966a46ec2e,27/12/2021 09:08,28/12/2021 02:33,Fast,Fast
16ec5f239d13a,22/01/2022 10:46,22/01/2022 14:16,Fast,Fast
0870eea6d28c7,28/06/2021 08:32,28/06/2021 21:45,Fast,Fast
fdaccd9020d26,20/01/2022 19:46,20/01/2022 20:00,Delay,Fast
217fa0e263b0e,26/09/2021 00:51,26/09/2021 01:07,Fast,Delay
2e9315f7cd8f1,05/12/2021 14:32,05/12/2021 15:21,Fast,Fast
0e7486658b7a8,15/11/2021 11:41,17/11/2021 03:46,Fast,Fast
296c7ce141c26,30/01/2022 21:10,30/01/2022 21:31,Fast,Fast
79bdeaf9ad5f5,22/11/2021 09:18,22/11/2021 09:30,Fast,Fast
649af2d249a2f,02/06/2021 09:35,02/06/2021 09:50,Fast,Fast
8b7fd13e75a7f,14/11/2021 10:04,17/11/2021 08:47,Delay,Delay
102dc766dcd3e,11/12/2021 11:27,11/12/2021 11:37,Delay,Fast
6fcd131fab2db,29/11/2021 09:12,29/11/2021 09:38,Fast,Fast
26262a0e16725,13/12/2021 14:40,13/12/2021 14:56,Fast,Fast
e29d6e35411b5,15/05/2021 11:20,15/05/2021 11:30,Delay,Fast
0e9615b056289,26/08/2021 19:56,29/08/2021 04:30,Fast,Fast
834e902562ea7,10/12/2021 11:29,10/12/2021 11:38,Fast,Fast
b12350797cd82,18/03/2021 15:22,18/03/2021 15:22,Fast,Fast
93ab2d553b866,04/01/2022 09:29,04/01/2022 09:36,Fast,Fast
24843d0677287,30/10/2021 10:44,31/10/2021 12:31,Fast,Delay
2e82658e074fb,28/12/2021 00:26,28/12/2021 01:00,Fast,Fast
7d29c8f115a2d,27/05/2021 00:55,27/05/2021 01:22,Fast,Fast
9009f825b6da9,13/01/2022 12:41,13/01/2022 13:30,Fast,Fast
88c23614f9b0a,06/11/2021 17:21,07/11/2021 07:30,Fast,Fast
0b41299b5debf,26/11/2021 12:59,26/11/2021 13:14,Fast,Fast
0ddc1933ea7eb,08/12/2021 17:03,08/12/2021 17:14,Fast,Fast
55779f54558f2,13/09/2021 23:13,15/09/2021 02:10,Fast,Delay
a0e686f21d443,23/05/2021 08:18,23/05/2021 08:30,Fast,Fast
e078f74abd3b4,18/09/2021 23:11,19/09/2021 23:15,Fast,Fast
0ee52d83766bf,12/09/2021 20:38,12/09/2021 20:50,Fast,Fast
a198770b6681a,06/12/2021 00:06,06/12/2021 00:18,Fast,Fast
4bd804b9dca63,25/11/2021 08:05,25/11/2021 08:16,Fast,Fast
6caff509707c2,15/06/2021 17:52,15/06/2021 18:05,Fast,Fast
36da35974d240,21/10/2021 12:35,21/10/2021 12:49,Fast,Fast
b3f3525840e66,14/01/2022 22:46,14/01/2022 22:56,Delay,Delay
d9a08f4b5c739,17/01/2021 18:57,17/01/2021 19:10,Delay,Fast
1fce11c6cff5c,31/01/2022 10:22,31/01/2022 13:44,Fast,Fast
bd396da0d9173,28/08/2021 18:04,28/08/2021 18:15,Fast,Fast
cbb86934180f8,12/12/2021 17:52,12/12/2021 18:10,Fast,Fast
be4c5df690b96,07/01/2022 14:08,07/01/2022 14:47,Fast,Fast
c1eae213cbd27,05/09/2021 12:48,05/09/2021 13:03,Fast,Fast
7a6f03bdb5d07,20/12/2021 04:52,20/12/2021 05:54,Fast,Fast
cd4d7e45e9751,26/12/2021 15:58,27/12/2021 15:53,Fast,Fast
28cf497fda22f,20/01/2022 15:47,20/01/2022 16:00,Delay,Fast
ca649dbc803ba,14/11/2021 11:33,14/11/2021 11:50,Fast,Fast
fb1e54d2c8d8a,27/05/2021 11:19,27/05/2021 11:25,Fast,Fast
41db0acd13a33,14/11/2021 16:57,14/11/2021 17:15,Fast,Fast
b4b08f63337ea,29/01/2022 09:59,30/01/2022 03:39,Fast,Fast
d307296377750,28/04/2021 18:25,29/04/2021 06:35,Delay,Fast
692bd5ab22edc,27/11/2021 11:05,27/11/2021 11:35,Delay,Fast
72c061dbb976d,07/10/2021 10:38,07/10/2021 10:49,Fast,Fast
394f16aa43099,08/10/2021 11:39,08/10/2021 11:56,Fast,Fast
e793e2de2850c,05/09/2021 11:07,05/09/2021 11:24,Fast,Fast
e66576a6630ae,30/01/2022 16:16,01/02/2022 03:13,Fast,Fast
53cf211829e3c,02/12/2021 20:09,02/12/2021 20:19,Delay,Fast
c4338fad3c0e0,17/12/2021 01:00,17/12/2021 01:13,Fast,Fast
97bca56e2390f,03/10/2021 21:30,03/10/2021 21:49,Fast,Fast
6e9c060bf7d50,23/12/2021 18:41,27/12/2021 04:14,Fast,Fast
b7aeac69401a3,21/01/2022 17:28,22/01/2022 13:55,Fast,Fast
d59a80efec958,24/11/2021 23:12,25/11/2021 02:14,Fast,Fast
29b565a7f7455,07/08/2021 16:45,07/08/2021 17:23,Fast,Fast
a8098c52879ce,14/07/2021 13:10,14/07/2021 13:24,Fast,Fast
1d46e94754362,23/08/2021 13:58,25/08/2021 03:05,Fast,Fast
354310ca4eb97,06/11/2021 20:23,07/11/2021 04:31,Fast,Fast
3d893570f17a0,31/01/2022 17:08,01/02/2022 02:56,Fast,Delay
654ba97fc227b,04/08/2021 03:06,04/08/2021 03:23,Fast,Fast
4801b9092c2da,29/11/2021 23:02,29/11/2021 23:18,Fast,Delay
d7273b9e235cb,08/11/2021 12:09,08/11/2021 12:30,Fast,Fast
63e4ed84dd7ff,15/12/2021 23:05,15/12/2021 23:16,Fast,Fast
605dda9a74f6a,18/01/2022 11:21,18/01/2022 11:37,Fast,Fast
316495feea79f,27/12/2021 21:34,27/12/2021 21:46,Fast,Fast
a2b99bb69918e,10/09/2021 07:09,12/09/2021 04:45,Fast,Fast
ec258ecbd1ec1,30/12/2021 13:46,30/12/2021 13:54,Fast,Fast
47eb62e07da4b,11/01/2022 18:05,11/01/2022 18:17,Fast,Fast
bb6f778925945,19/12/2021 23:00,21/12/2021 02:11,Fast,Fast
a96e49eb41523,26/07/2021 20:49,27/07/2021 16:03,Fast,Fast
2de5b64868443,05/12/2021 14:10,06/12/2021 12:51,Fast,Fast
417312f76c467,30/08/2021 14:24,01/09/2021 02:25,Fast,Fast
650ca3817ef60,12/11/2021 18:56,12/11/2021 19:10,Fast,Fast
7a0eb0ba26fc5,04/03/2021 10:37,04/03/2021 10:45,Fast,Fast
223b2bebd5e44,11/12/2021 23:10,11/12/2021 23:36,Fast,Fast
93709c2ce72bf,28/10/2021 08:28,28/10/2021 08:45,Fast,Fast
0744ce2385502,08/08/2021 13:24,09/08/2021 02:45,Delay,Fast
100c3a4e14450,16/09/2021 09:00,16/09/2021 09:10,Fast,Fast
7674a3d151b1b,28/07/2021 17:03,28/07/2021 17:15,Delay,Fast
571b3da0778e7,01/02/2021 20:59,01/02/2021 21:10,Fast,Fast
8188783fc5366,26/10/2021 13:43,28/10/2021 02:55,Fast,Fast
67009d629159c,20/01/2022 11:38,20/01/2022 11:57,Fast,Fast
7d41013e691f1,20/07/2021 23:03,20/07/2021 23:15,Fast,Fast
813c55fbc9e07,26/04/2021 01:01,27/04/2021 13:37,Fast,Fast
daec7c409ef2e,16/08/2021 13:12,17/08/2021 13:30,Fast,Fast
f38baedcf4cfe,21/05/2021 09:02,21/05/2021 09:35,Fast,Fast
35298bc28a36c,31/12/2021 19:28,31/12/2021 19:46,Fast,Fast
569063e060d99,25/11/2021 09:06,28/11/2021 03:20,Fast,Fast
9167e01db42cc,13/06/2021 15:50,13/06/2021 18:23,Fast,Fast
1e73096925208,14/08/2021 18:54,14/08/2021 19:30,Fast,Fast
3c0411e3dbdbe,16/08/2021 17:41,16/08/2021 18:24,Fast,Fast
0a84fb9b2f416,07/03/2021 17:50,07/03/2021 18:03,Fast,Fast
e5fa83a2e12bc,30/10/2021 23:55,01/11/2021 03:15,Fast,Fast
ddc5df70baec0,24/11/2021 13:33,24/11/2021 15:53,Fast,Fast
8af02267171bf,08/01/2022 12:11,08/01/2022 12:27,Fast,Fast
ca135e5386a2f,29/01/2022 21:03,29/01/2022 21:32,Fast,Fast
7caa0a57755f0,14/07/2021 12:56,14/07/2021 16:24,Fast,Fast
14e4353f2331e,13/10/2021 12:37,13/10/2021 12:49,Fast,Fast
fc0ab87e47114,09/05/2021 12:22,10/05/2021 02:42,Fast,Fast
3ab5bd68144b3,07/11/2021 17:30,09/11/2021 05:31,Fast,Fast
75a274fe46ae2,04/01/2022 16:54,04/01/2022 17:09,Fast,Fast
15261ee07773c,24/11/2021 19:51,24/11/2021 22:59,Delay,Fast
e210cef6bf097,21/12/2021 14:45,22/12/2021 07:09,Fast,Fast
9e6e3370bb540,19/12/2021 15:55,19/12/2021 17:15,Fast,Fast
08acb776fefaa,28/07/2021 10:29,28/07/2021 10:45,Fast,Fast
0786c4232e392,17/08/2021 13:19,17/08/2021 13:35,Fast,Fast
40aecbf5cd690,17/07/2021 18:19,17/07/2021 18:30,Fast,Fast
aef9c90c5631a,04/05/2021 15:20,04/05/2021 15:30,Fast,Fast
47120cc00a032,17/06/2021 11:16,18/06/2021 11:23,Fast,Fast
2658587a51092,26/10/2021 10:30,27/10/2021 03:06,Fast,Fast
f99c42e56f4e1,11/07/2021 21:23,11/07/2021 21:55,Fast,Fast
1c64a943a73e6,18/04/2021 20:33,18/04/2021 20:50,Fast,Fast
a8dd3d4c8d415,19/01/2022 12:09,19/01/2022 12:17,Fast,Fast
2275c8feeae33,01/12/2021 11:10,01/12/2021 11:30,Delay,Fast
00a174b711493,27/11/2021 10:29,27/11/2021 10:56,Fast,Fast
b0121f21533d4,02/06/2021 16:17,03/06/2021 16:25,Fast,Fast
b7441c2447193,22/11/2021 21:12,24/11/2021 03:10,Delay,Delay
9ab564c6890b1,27/01/2022 20:56,27/01/2022 21:17,Fast,Fast
dea01db00d823,19/01/2022 11:37,23/01/2022 03:52,Fast,Fast
d607cfcb2d173,13/09/2021 20:23,13/09/2021 20:35,Fast,Fast
0f0811012cd21,15/04/2021 17:06,15/04/2021 17:22,Fast,Fast
671da51e93b3d,21/06/2021 16:40,22/06/2021 08:05,Fast,Fast
92ea6a0e0100a,12/01/2022 15:02,13/01/2022 14:52,Fast,Fast
d7c88e1c61020,23/05/2021 08:51,23/05/2021 09:02,Fast,Fast
38a7d2f8dba7e,11/01/2022 19:36,11/01/2022 19:46,Fast,Fast
9db84480dc27b,24/03/2021 13:56,24/03/2021 14:05,Fast,Fast
f67ed2b32f524,08/10/2021 19:34,08/10/2021 19:49,Fast,Fast
122113ba7cfe3,10/04/2021 17:23,10/04/2021 17:35,Fast,Fast
1500f12031e93,05/12/2021 00:06,05/12/2021 09:47,Fast,Fast
56ef800379746,16/01/2021 14:24,16/01/2021 14:35,Fast,Fast
73c078682b4ba,07/08/2021 21:41,09/08/2021 02:55,Fast,Fast
e30bc91a98b5f,11/11/2021 20:24,14/11/2021 03:55,Fast,Fast
956f15dbb865a,21/01/2021 18:37,21/01/2021 18:45,Fast,Fast
90b0ca393b7fe,06/11/2021 23:01,08/11/2021 03:26,Delay,Fast
86f3eac8ce71a,12/04/2021 18:49,12/04/2021 19:02,Fast,Fast
ac4987758cc96,16/08/2021 08:36,16/08/2021 08:50,Fast,Fast
dec0a07f5b083,11/01/2022 12:06,11/01/2022 12:15,Fast,Fast
478232629ccfe,05/06/2021 13:40,05/06/2021 13:50,Fast,Fast
55c5b69906019,18/09/2021 19:35,18/09/2021 19:45,Fast,Fast
1e2566b0291f1,12/09/2021 16:04,12/09/2021 16:10,Fast,Fast
ee941f2b50153,08/10/2021 21:38,08/10/2021 21:49,Fast,Fast
3c8f10b35272c,20/07/2021 14:03,20/07/2021 14:15,Fast,Fast
f7ad6401f94f2,19/08/2021 22:39,22/08/2021 04:05,Fast,Fast
b9040b155c114,01/10/2021 14:47,01/10/2021 15:06,Fast,Fast
bc52c00979075,14/03/2021 12:18,14/03/2021 12:18,Fast,Fast
830f2d978d530,15/12/2021 14:08,19/12/2021 09:50,Fast,Fast
d16b22cec3d0a,26/11/2021 22:51,26/11/2021 23:13,Fast,Delay
c2412be238108,22/05/2021 21:19,22/05/2021 21:30,Fast,Fast
5b33e5e3e0aa4,07/07/2021 17:16,11/07/2021 04:10,Fast,Fast
4695877897ec3,22/05/2021 17:45,22/05/2021 17:55,Fast,Fast
023138b618152,09/03/2021 21:17,09/03/2021 21:17,Delay,Fast
803f15fdb1e30,30/06/2021 14:08,30/06/2021 14:23,Fast,Fast
a02af2141efc8,09/11/2021 22:57,09/11/2021 23:10,Fast,Delay
8cda05d2ba7d4,21/09/2021 15:30,21/09/2021 15:44,Fast,Fast
47de86ab338cf,21/11/2021 13:56,22/11/2021 13:49,Fast,Fast
2011a9a493f95,24/11/2021 13:25,24/11/2021 15:52,Fast,Fast
69480e4407ad6,12/06/2021 11:00,13/06/2021 04:25,Fast,Fast
f5dd4cd8beddf,04/12/2021 15:18,04/12/2021 17:23,Fast,Fast
60d0ff0b044f9,21/04/2021 14:05,21/04/2021 14:15,Fast,Fast
686e2fa721b6a,11/05/2021 13:14,11/05/2021 13:25,Fast,Fast
d7746bc23049d,03/06/2021 19:59,03/06/2021 20:10,Delay,Delay
9f42ba841a9ab,10/01/2022 14:55,10/01/2022 15:12,Fast,Fast
5028b6ffd1e8a,08/06/2021 10:51,09/06/2021 02:35,Fast,Fast
b61baa5e6f9de,28/07/2021 21:49,28/07/2021 22:05,Fast,Fast
257d1f4c8f819,31/03/2021 22:04,04/04/2021 05:45,Fast,Fast
3241bab7f9aca,02/08/2021 12:57,02/08/2021 13:10,Fast,Fast
418aaa2fed9c9,12/03/2021 14:02,12/03/2021 14:02,Fast,Fast
47378bf7dd726,27/01/2021 05:27,28/01/2021 03:31,Fast,Fast
d1f608ae9bec4,15/08/2021 15:23,15/08/2021 16:24,Fast,Fast
9b3d7ed140b99,10/08/2021 09:18,10/08/2021 09:35,Fast,Fast
1fe7be73de1bb,19/10/2021 10:17,20/10/2021 11:07,Fast,Fast
a26bfde0fd1d6,15/12/2021 10:32,19/12/2021 09:30,Fast,Fast
a2ec8ff3cf609,10/12/2021 21:58,10/12/2021 22:53,Delay,Fast
8c313d05397dd,01/12/2021 13:05,03/12/2021 13:12,Fast,Fast
4bb3eee17308e,24/11/2021 23:44,25/11/2021 02:33,Fast,Fast
d0570bae334c0,19/12/2021 16:58,19/12/2021 18:10,Fast,Fast
445d0c07f4c47,17/01/2022 13:43,17/01/2022 13:52,Fast,Fast
b4abbc571bca4,18/09/2021 13:13,18/09/2021 13:30,Fast,Fast
cffb339771453,19/04/2021 17:38,20/04/2021 06:35,Fast,Fast
80aa518e44fa3,21/11/2021 20:28,21/11/2021 20:40,Fast,Delay
2823f4bb5aa15,18/07/2021 07:17,18/07/2021 07:30,Fast,Fast
733574e44eddc,15/08/2021 11:19,15/08/2021 12:03,Fast,Fast
897da3eb3318c,31/05/2021 17:06,31/05/2021 17:15,Fast,Fast
606098815aa64,22/01/2022 17:30,22/01/2022 18:06,Fast,Fast
b357dd0ab339f,17/11/2021 05:56,18/11/2021 02:15,Delay,Delay
36995ff6cfedc,18/02/2021 17:47,18/02/2021 17:55,Fast,Fast
8cbaf64c7c1a2,24/11/2021 20:58,24/11/2021 23:56,Fast,Fast
2681f41340c85,27/06/2021 10:36,27/06/2021 10:45,Fast,Fast
05580e3c9b296,25/11/2021 21:45,25/11/2021 22:33,Fast,Fast
2251c29d9bd47,10/10/2021 23:51,11/10/2021 01:04,Fast,Fast
