order_id,payment_type,payment_installments,total_payment_value
bf737c26656df,voucher,1,34.00
da84a8394d9b1,credit_card,10,158.71
9d7a3e40e9ba9,credit_card,5,74.49
773f0415c88a0,credit_card,10,"2,092.86"
eeca9fa55f101,credit_card,2,176.71
19e2a5f35112c,credit_card,1,25.50
cb61eac488364,credit_card,1,99.44
ff2e9b2d42528,credit_card,1,57.00
2e92b6b8c8270,boleto_ticket,1,29.02
1c74ff17a5958,"voucher, credit_card",1,31.34
5a6da37697099,credit_card,1,28.86
2326e6724d427,boleto_ticket,1,36.00
4d615eb18cc87,credit_card,4,140.82
9f495a7a119ed,credit_card,1,67.53
455f0e90550a5,credit_card,6,64.10
df075710ddb44,credit_card,2,69.33
5c3fbb747ebfa,boleto_ticket,1,120.09
c31c5586c2925,credit_card,1,31.00
e74cdd896d69f,credit_card,1,35.85
0bb0acc77da1b,credit_card,1,33.00
5e4556ae47069,boleto_ticket,1,63.61
c61f24bdb7e18,credit_card,1,248.02
cf30fecb15545,credit_card,2,47.72
64478c96b83f7,boleto_ticket,1,104.37
e4539a7fe5434,boleto_ticket,1,358.50
d3220fab008ce,credit_card,1,73.34
716d949fb3e14,credit_card,7,864.98
bdabc761b3d55,credit_card,3,95.25
df73923630c8f,credit_card,1,452.66
8ef1710acb400,boleto_ticket,1,106.74
afa0a293e2721,credit_card,1,121.18
d0c3c279fa2e6,credit_card,2,20.76
18fa036b4741a,credit_card,8,366.10
cea2644b3fc5e,credit_card,1,36.84
48d16c9fdeaa9,credit_card,2,84.08
7712472532cd3,credit_card,7,318.44
8b050d55005b1,credit_card,10,222.66
8c5963e0a5575,credit_card,5,50.09
2bed76b9bd809,boleto_ticket,1,72.14
034e64e2ae803,credit_card,8,185.05
8a692721cf9f4,credit_card,2,114.77
e5cb8c2eae45e,credit_card,1,81.89
8cb72b4bb05e9,credit_card,4,42.27
3954287b29a64,credit_card,7,75.65
30f0c1f973cae,credit_card,5,56.75
f50f12cf9ce08,credit_card,1,28.62
98bd949949f4a,credit_card,1,58.05
75f7b517121a3,credit_card,2,116.24
565f70a284de7,credit_card,3,109.79
18bb1c6e5956c,credit_card,3,216.83
ee201939d4465,boleto_ticket,1,212.02
8fd1ecd8fb209,credit_card,1,106.87
69b5befa7d86a,credit_card,8,427.62
f1f5845b2a1c2,credit_card,2,60.85
7b2c823ae2492,credit_card,2,107.78
bfc39dea9e90a,boleto_ticket,1,44.09
8e72d0a30174b,credit_card,1,107.34
b3a63abb932f3,credit_card,1,110.60
4e0517529cf6b,"voucher, credit_card",1,46.69
67108c67043fc,boleto_ticket,1,40.85
7cd9ad9d4c957,credit_card,5,112.15
27981b6ff7311,credit_card,3,31.75
749eb49c1b016,credit_card,1,46.01
502ffa90bfb4d,boleto_ticket,1,85.48
4f19a19253fc9,boleto_ticket,1,157.22
9b7130e9be425,credit_card,3,66.17
d23a16f7136c9,credit_card,4,42.77
8b0bf3cf9398f,credit_card,1,38.01
a1e6c9d0271bf,credit_card,3,96.64
ec74506a78030,credit_card,6,149.04
b50e90b9e13b8,credit_card,5,317.78
8177819a1646f,credit_card,5,111.02
8bade32a7a064,credit_card,2,296.61
701ba410a2054,boleto_ticket,1,151.84
05dbe6a926bb1,credit_card,2,173.92
d8d1264a34f9a,"credit_card, voucher",9,128.04
b639340feb876,credit_card,3,32.01
1d037b1bc6ffd,credit_card,1,57.59
0d0e8801db49c,debit_card,1,121.09
6279abc603eb7,credit_card,1,41.07
fac5ae172f29a,"credit_card, voucher",4,115.15
f0d0b9fc97662,boleto_ticket,1,200.44
5187d69ad7d9a,credit_card,9,90.28
2c6851b3bada8,credit_card,2,120.17
88bdc12aedbac,credit_card,4,105.28
6ccb4389c82ae,"credit_card, voucher, voucher, voucher",5,122.04
8edd2045f6450,credit_card,1,69.38
1a7af2050a6d5,credit_card,2,139.36
5745e2164631d,credit_card,10,156.39
520c72ad7b8b5,credit_card,2,28.09
b56949dd2af47,boleto_ticket,1,155.12
6ef34c7c1ae39,boleto_ticket,1,290.33
9630c6dc7225f,credit_card,8,160.57
0923b932c7102,credit_card,8,250.09
353fcbdc044f3,debit_card,1,63.10
57faaa2527524,credit_card,1,202.76
67e2b30676138,credit_card,1,144.91
82b850ac4e40b,boleto_ticket,1,113.44
2fb200943e141,credit_card,1,61.05
0bd46f8374829,credit_card,4,348.80
a36708b4ca8be,boleto_ticket,1,72.90
28116a2ad5e61,credit_card,10,233.20
d64370a69e32b,credit_card,2,183.83
45f0db0588af1,credit_card,2,43.51
e740fe67070c1,credit_card,3,398.88
2cc90805e6e5a,boleto_ticket,1,"6,081.54"
f5f61c12d9e4d,credit_card,1,87.64
2b954502c6684,credit_card,2,140.49
609863a679c98,credit_card,5,"1,082.66"
c8cb7b3494bca,credit_card,1,130.26
a43f64cfd0e4f,credit_card,6,61.32
8f8bc027ddc8d,boleto_ticket,1,47.81
8a022a5aa43db,credit_card,10,146.46
752c20d83e766,credit_card,1,85.14
9d02a3ee3e8b9,boleto_ticket,1,398.88
1b76e35496581,credit_card,1,53.00
a889ad92c0055,credit_card,3,51.73
64f0da363ecc7,"voucher, credit_card",5,155.73
6768c4a126f8f,credit_card,2,76.05
b896465a895aa,credit_card,10,128.08
f3b9683a9f537,boleto_ticket,1,62.44
9d7aed6c11fd2,credit_card,5,245.35
8f1f452655f6c,credit_card,3,137.99
5e4523671f669,credit_card,4,43.09
3082563a10432,credit_card,2,56.58
e5896b89fd1e1,boleto_ticket,1,132.17
bb74d685f4734,credit_card,3,63.79
047f9a2240f8a,debit_card,1,221.76
10860873e3ac7,boleto_ticket,1,135.14
b822f4ef591ac,boleto_ticket,1,47.92
4b3c7ff44a136,boleto_ticket,1,63.78
59c9efd2e01dc,credit_card,1,36.65
fdfd420bc97e3,credit_card,2,158.09
2881b1d235e16,credit_card,1,37.94
16c2b45627def,credit_card,2,107.78
34a0603ee3fbe,credit_card,6,195.00
c96fce5566dd0,boleto_ticket,1,42.77
f65b9733f3f69,credit_card,1,48.62
568397940b257,credit_card,2,62.38
7bc7162904be2,boleto_ticket,1,105.37
0c431ebac19f0,credit_card,2,106.48
7af0140fd891c,credit_card,4,149.69
9a965c1624600,boleto_ticket,1,79.93
4a9abbc6c70fb,credit_card,7,70.04
2b87a0b173774,credit_card,8,116.94
0be1de69706db,credit_card,10,182.17
bfa7f4a2a0ab7,credit_card,4,91.12
590e55b9b2510,credit_card,3,37.99
605354b1a2da4,credit_card,4,95.21
225c2dcbdbed0,"voucher, credit_card",1,224.53
852fdd0ff0094,credit_card,2,109.68
e88f99d55b080,credit_card,1,28.09
c0070ea2df69c,credit_card,1,52.78
05f99b6422a81,credit_card,10,189.15
016ff88f87799,credit_card,1,95.02
57b493426f342,boleto_ticket,1,166.68
f3d080b6a7b88,credit_card,4,157.26
82354335fb9eb,credit_card,8,299.75
cc0ee7a7547e2,credit_card,4,601.49
4571099e5b56a,boleto_ticket,1,33.77
b6a87392b3ca0,credit_card,1,86.64
e02aebe77cd94,credit_card,1,42.62
4d1718af66e6b,credit_card,2,138.96
ffd5ef5ef4c72,boleto_ticket,1,60.42
125f4dc423f72,"credit_card, credit_card",10,469.39
52692fd5e7a6b,credit_card,4,46.39
e26405344f625,credit_card,10,109.77
6f834fec43d14,credit_card,8,84.87
8a869c9f245a8,credit_card,1,199.03
0b2a4355b283d,boleto_ticket,1,240.73
a427dbbcf38bc,"credit_card, credit_card",1,"1,156.91"
f791070db4588,credit_card,6,70.65
d39548c3af3f9,boleto_ticket,1,100.83
012973dc8804c,credit_card,1,33.32
2228183ef65dc,credit_card,2,65.46
0419d107c753a,credit_card,3,165.24
a4fcc744780ef,credit_card,1,49.51
487c023ad94ec,credit_card,1,195.13
62be68791f406,credit_card,3,43.71
77be5f9c22eea,boleto_ticket,1,183.51
fa8ab19fab318,credit_card,1,60.86
f103bed7d74f9,credit_card,1,62.38
bc1a990481158,credit_card,2,50.00
aeb24c996fb7c,credit_card,10,132.08
80f2ad0d84274,boleto_ticket,1,430.04
a70c2712518ee,credit_card,3,134.18
dfb6a5ce75de1,credit_card,4,226.74
ec8cbbe77e1c9,credit_card,2,99.54
b2f4a8851e754,credit_card,3,103.33
1e00c9f47f5d8,credit_card,8,88.72
c920c922f3cce,credit_card,1,327.77
5658e0469b7c3,"voucher, credit_card",1,42.68
0ddfbaed7902f,credit_card,1,41.75
27ae4acacb88b,boleto_ticket,1,61.72
a3928d2ad678f,credit_card,10,114.56
4b43465c7f2ee,credit_card,4,201.81
d4a2248dcbcb7,boleto_ticket,1,221.84
816b1538aefb0,boleto_ticket,1,126.44
92636fab6f4bd,credit_card,2,200.61
13e5353852ffe,boleto_ticket,1,89.78
816a46acf062b,credit_card,1,34.17
4e759dce21282,credit_card,4,106.29
c340dbb0d2d31,credit_card,4,40.00
cc6b2480e9e53,credit_card,1,65.43
ec14fe1d045bb,credit_card,3,60.57
c5ad7f0c64da3,credit_card,3,92.84
add3e3e20356f,credit_card,2,26.00
3f8e6480e300c,credit_card,1,171.63
9e8f6055f1ecf,credit_card,9,489.98
d23ff5c3204e5,credit_card,3,68.13
7815585c739d1,credit_card,1,99.82
4f3e288a30d05,boleto_ticket,1,61.01
b9017c54947ba,credit_card,3,71.15
7e4039647816d,voucher,1,87.10
5c1daa37f331a,credit_card,9,461.77
164935150ebd1,credit_card,10,236.88
d199e4fd6d51d,credit_card,4,102.03
b64c466503be2,credit_card,10,"1,042.68"
e50d7d444d302,boleto_ticket,1,144.68
6216ac69cd07f,credit_card,10,121.09
cfe212c0d5b02,credit_card,10,222.80
29cd5b39043c1,credit_card,10,892.90
707029b5d35b2,credit_card,3,96.31
6ded119f4c599,credit_card,1,54.11
42438e19790c1,credit_card,4,99.33
41856098062ff,credit_card,1,118.10
380c5059206b0,credit_card,1,161.37
d2c74d05f850c,credit_card,5,292.45
93fba5ce60a05,boleto_ticket,1,135.60
a5148665f6ec1,boleto_ticket,1,112.76
11483ccc5935e,"voucher, voucher, voucher",1,22.84
fed8a7b2c5cef,credit_card,3,92.97
6d93a5513d94f,boleto_ticket,1,28.62
093e9120447aa,credit_card,1,450.16
cbb3b042d2c39,boleto_ticket,1,50.42
f368c337464b2,credit_card,5,818.01
2852b906ae7e6,credit_card,2,165.46
4033aace180e6,credit_card,1,88.75
d8c9ca5fd7a06,credit_card,1,49.28
bb18fa1d53b9d,boleto_ticket,1,102.26
8c0a4c95786e6,credit_card,5,70.51
cdda224e40d46,credit_card,5,59.42
c0bcf20f4e21b,credit_card,3,113.02
004fb1ef69d14,credit_card,3,92.74
6878dd6c3af45,boleto_ticket,1,93.48
9df4cccda18e6,credit_card,1,40.09
232ea5d646d7c,credit_card,3,75.53
44bba92b679a3,boleto_ticket,1,26.77
282605ab2388e,credit_card,5,122.51
538343974fe67,boleto_ticket,1,672.41
dadb018deb6d7,credit_card,6,71.99
abd78b04af795,credit_card,10,252.46
8bf14fa1fd3bd,credit_card,10,216.83
459aa8f429524,boleto_ticket,1,60.05
0b83b4cad0ff1,boleto_ticket,1,90.84
0e3085495d659,credit_card,8,309.07
ce22c712a6b94,"credit_card, voucher",1,34.10
4b37514e29aca,credit_card,5,100.76
31944c705ebf7,boleto_ticket,1,206.07
6bd419a395623,credit_card,2,216.15
5f9df0401ce70,credit_card,1,86.72
bbc289fb773a2,credit_card,10,671.80
fa84bb3051dca,credit_card,2,126.81
de62ef0887906,credit_card,2,208.03
39a0e206c9242,credit_card,2,51.70
e03be3e32c750,credit_card,1,35.41
f3144b7160523,credit_card,1,74.16
961a479216db1,credit_card,2,102.64
38efd1abd55e2,boleto_ticket,1,382.92
d020f5433d0c7,boleto_ticket,1,122.84
4a6f6557269c4,credit_card,1,37.99
d71fa5c148540,credit_card,2,28.29
c7fa9624b330d,credit_card,5,412.62
dcd55ccdb4822,debit_card,1,25.84
4677cd3085578,credit_card,10,308.42
61b73d365e4dd,"voucher, credit_card",2,57.50
5d00294fbb211,credit_card,1,47.62
5381e69d1e447,credit_card,5,108.76
b9ae830067eb8,credit_card,1,113.15
69673f310fcc1,credit_card,8,192.56
b3a8fdd8cdfbb,credit_card,10,413.31
db60e366b89b0,credit_card,5,81.23
79a05e6bbf308,credit_card,12,294.48
ae1fecaabcbfe,credit_card,1,38.09
86cd630b8ee28,credit_card,2,42.68
9ff3e2a90bbfb,credit_card,4,65.60
1dc009862830f,credit_card,4,107.74
4cae8f8f1c83b,credit_card,1,25.84
62f3b86f9ed67,credit_card,10,318.40
8ca67ae267e99,boleto_ticket,1,54.52
1f614501eab74,credit_card,1,47.74
e92495e5325e7,credit_card,3,271.54
4a285299ec41c,credit_card,8,869.11
31aac81beee30,boleto_ticket,1,28.77
09ebfa9fa0738,credit_card,2,27.07
d4e27da4feb89,credit_card,4,45.09
0c4efbbb0bc49,boleto_ticket,1,29.75
4665a67e17cb9,credit_card,3,137.07
3c1c18c4599d1,credit_card,2,188.32
6e197990c5dc0,credit_card,1,213.65
802a4cabc8f27,"credit_card, voucher",1,52.50
9cca82d0125e3,boleto_ticket,1,162.64
f5d54f8ce8975,boleto_ticket,1,121.84
3045cb737b73a,credit_card,3,37.58
970390e58de8a,credit_card,1,31.77
0f503b27a0c6a,credit_card,10,480.40
91d87feab1314,boleto_ticket,1,44.75
20d071dd926ea,credit_card,6,160.20
4be2cc2dcc5c7,credit_card,1,72.99
2c4539d62b627,credit_card,1,150.29
8567d07a73d33,credit_card,2,131.26
d3b019a23491c,credit_card,1,701.47
8000f55da4cd9,"credit_card, voucher",1,88.72
45ef0c3d12570,credit_card,3,155.14
ddfbafdad0e6e,credit_card,6,60.30
fb357936941b4,credit_card,3,91.66
9c23c900f30ef,credit_card,5,399.00
81475bef0f92b,credit_card,10,117.85
599cc866187cc,credit_card,1,74.49
7062ea7e7b8b1,credit_card,4,161.39
e34a6ea97a1f4,credit_card,2,165.72
fd174eb2248bd,boleto_ticket,1,133.76
6ffb3f02ce3fb,credit_card,1,32.00
1539c05149b2a,credit_card,1,33.85
bb6b0ca57550d,credit_card,10,158.20
4b36c1653a036,credit_card,3,75.53
c9d67c201230f,credit_card,1,95.02
17819dd24a7ab,credit_card,1,88.08
4418071cec59e,credit_card,8,109.90
c30c328b6eac3,credit_card,10,820.35
92c15125962ac,credit_card,1,17.77
b68bc53055763,credit_card,6,361.07
49a76337319ea,credit_card,5,75.79
0eaa48976abd4,credit_card,1,367.56
6b62e2b31291d,credit_card,1,35.00
b3451981fb600,credit_card,4,43.62
e5cba8a4fcbcf,credit_card,1,41.75
2d288e79693de,credit_card,2,190.37
d1e0a6c08ccc3,credit_card,1,69.73
4117536ad946a,credit_card,9,91.66
547129a5a9f4b,credit_card,1,153.64
621b88029617a,credit_card,10,"1,150.54"
a0f9ac1a966bc,credit_card,1,82.83
5a46229aa3da7,voucher,1,26.85
9de2a286b3c31,credit_card,1,58.99
5602c712b150d,"voucher, credit_card",1,64.79
20ae21d2458f8,credit_card,4,197.29
bd6437bf00a8e,credit_card,2,50.78
f26ba1858e952,credit_card,2,50.77
7529ddc1e9d14,credit_card,2,77.57
e86076863fb50,credit_card,3,36.34
3789e94ab51ec,credit_card,7,383.30
f1fc8680deb92,credit_card,7,145.56
6209557a54692,credit_card,10,175.79
e87d634bfff05,credit_card,2,24.35
601142d608936,credit_card,1,148.28
da99cd581507a,"credit_card, voucher",1,62.84
0d211824f85b4,boleto_ticket,1,253.79
7982553ff4e77,credit_card,3,59.74
c711e1be0497e,credit_card,1,39.09
a5094c0cd6207,credit_card,3,92.57
5a87763968af3,credit_card,1,165.75
dcef8d9a95e8f,credit_card,6,64.00
ee604aa51ad76,credit_card,1,25.84
4db75906682ea,credit_card,4,44.00
6fbe7b0f993d6,credit_card,5,231.27
d229d9c7a9a90,credit_card,12,136.50
f80f1387a4bbb,boleto_ticket,1,286.25
ecd8ba3889b27,credit_card,4,67.53
e3a6457ae208a,credit_card,2,118.93
a98935f162c5b,boleto_ticket,1,144.28
a24e28a21a1e0,boleto_ticket,1,148.22
ab72471dfe5fb,credit_card,2,45.79
673c334c14841,"voucher, credit_card",1,58.65
252a22fe174e6,credit_card,8,215.83
112ba6c3855b5,credit_card,8,180.79
1cd7c8af3beee,credit_card,4,56.92
ca9e94bbb90ae,credit_card,10,240.00
4ed44addb9826,credit_card,8,175.64
442c207c52e16,credit_card,8,168.36
c1356edb083ca,credit_card,2,115.94
347af7f103f81,boleto_ticket,1,81.50
9ba5144813d03,credit_card,1,26.60
54f7813f7d7f8,credit_card,8,148.51
bdb02948346c5,credit_card,3,54.42
3b37ea5201db2,credit_card,4,327.94
0d5f491621776,credit_card,1,719.37
7030a0c58f5e5,credit_card,1,92.57
6eef2b4563eb2,credit_card,4,77.57
890fffb6ac443,boleto_ticket,1,122.62
9d3ec147773c8,credit_card,1,43.09
45de3356ba9d4,credit_card,8,147.15
875776504ccc3,credit_card,10,234.18
8d0ae8b834c5a,credit_card,4,106.06
7587c4ca910e6,boleto_ticket,1,54.00
948368353992b,credit_card,3,504.78
c1a3f0d95d990,credit_card,5,168.79
8e2fb2dd75574,credit_card,5,50.10
ff9032463ef57,credit_card,2,160.57
e939c985a6255,credit_card,3,51.10
d2404c72c2af6,credit_card,6,127.24
59e907c66167f,credit_card,1,100.34
f8b62518c7a49,credit_card,3,236.29
63e9f3d637944,credit_card,3,418.04
07c869f684fad,boleto_ticket,1,588.66
71ffbe6832bba,boleto_ticket,1,59.60
39ed3e7cbff75,credit_card,1,185.94
9ee4d0c066c67,credit_card,1,225.21
00cfab86712a8,boleto_ticket,1,45.10
5dfb83a959ced,credit_card,7,399.22
7d9014fd0d5fb,credit_card,4,125.52
272a05650604e,credit_card,1,204.98
27c9a76f931e2,credit_card,4,45.09
68ffb61eeb191,voucher,1,68.89
cabad8fcd6eeb,credit_card,1,64.26
90b27d857d2b7,boleto_ticket,1,177.99
2b3914ad79fbf,boleto_ticket,1,112.83
819adcfb7e85d,credit_card,1,397.53
b5588f8f76ab2,credit_card,1,87.71
e22116ba45065,credit_card,1,185.94
5978c2cc2637d,boleto_ticket,1,65.24
f063fd60b2ec6,credit_card,1,47.00
fed2c601359fe,credit_card,3,94.30
d1c687c637f3a,credit_card,1,89.11
33b508d6000aa,credit_card,10,854.33
ed6e5cef88d6f,credit_card,6,310.21
8484b586cda93,credit_card,1,21.08
a6ea59c7bcb6c,"voucher, credit_card",1,102.87
a0fcffb17230a,boleto_ticket,1,88.72
32c6cdaf3dbd3,credit_card,4,172.52
bc22d1fc71fc8,credit_card,6,"1,007.98"
b07078e7f8230,credit_card,5,59.27
9bfee4170686b,credit_card,4,41.10
bf6861bcf7784,boleto_ticket,1,245.68
fb46ec75de2bf,credit_card,2,75.25
c0412ed1c9d82,credit_card,1,132.24
191bb89082939,boleto_ticket,1,98.23
be4c0e04842d3,credit_card,2,85.14
afd5ca814ccb1,credit_card,10,"1,653.60"
3be9209641407,credit_card,2,118.36
c925174c16643,credit_card,7,76.05
d6d3c2917051c,credit_card,7,530.06
d2231c8730816,boleto_ticket,1,67.53
363a9c3e853cf,boleto_ticket,1,155.14
db7576acf0948,boleto_ticket,1,18.62
84c1efcd6fef0,boleto_ticket,1,155.14
5f73bbb114736,credit_card,10,795.47
a9ad04a80bbaa,credit_card,4,79.33
29e438259ac4d,credit_card,6,182.32
cfc118d809b85,boleto_ticket,1,243.35
3905a0c6fcf5c,credit_card,7,362.79
b1fd04b6461cc,credit_card,3,61.11
8c773a2026e40,credit_card,1,37.75
d3eb3d3eaf1d4,boleto_ticket,1,25.78
5fc64d4e4107d,boleto_ticket,1,47.11
f10403c2275f9,credit_card,3,157.20
1da60fcf00f98,credit_card,10,126.43
6fac3b032aa92,credit_card,1,91.26
a9f11c28d5b82,credit_card,5,242.37
c14534bda1225,boleto_ticket,1,132.22
6d4fbf8aca192,credit_card,4,134.06
295458d0b1b8d,boleto_ticket,1,45.95
0aeb06ee18eca,credit_card,3,78.19
98f5bafdd96c4,credit_card,1,371.90
e3adb1b9f6c3f,credit_card,1,34.01
cf165c4a443c3,boleto_ticket,1,48.69
5bec9da6d0523,credit_card,6,63.06
ef69041092557,credit_card,1,130.26
345de0fd1f89e,credit_card,4,275.98
fbe166e38c8f2,credit_card,2,28.50
3398d0b15b1ba,credit_card,10,127.04
588454b7115a2,boleto_ticket,1,88.29
2b28a77262bcc,credit_card,2,70.00
377eef3edd04b,boleto_ticket,1,122.11
5d84d2e8f8eeb,boleto_ticket,1,893.52
1149d7d7011c5,"credit_card, voucher",1,51.05
9c978d74c5c66,credit_card,4,215.70
106d07ebf2c22,credit_card,1,76.45
c8114f7e151b0,boleto_ticket,1,215.37
ef4e758f9add9,credit_card,4,196.01
464ced12523ed,boleto_ticket,1,54.00
356ea3a348270,boleto_ticket,1,120.45
c2d3594240658,boleto_ticket,1,84.56
07015e108d719,credit_card,1,67.90
a033e7d3ad173,boleto_ticket,1,27.86
148e066e538a8,credit_card,1,25.75
fc2974e864ca8,"voucher, credit_card, voucher, voucher",1,115.15
84aaa1c49e168,credit_card,1,52.77
bb24f99116911,credit_card,5,282.50
1ad675c828d92,credit_card,3,36.48
da1bae567e7b0,"credit_card, credit_card",2,72.14
be6229141b667,credit_card,1,90.31
246dd66907017,credit_card,3,96.89
892e01578ff85,credit_card,2,245.35
dea409029322f,credit_card,1,30.96
25bcb51a9dab0,credit_card,3,325.58
a198fa98f1a84,credit_card,9,136.99
acb08acd268fd,credit_card,4,41.05
762e43d4a1bb7,credit_card,1,25.71
773e05e618971,credit_card,5,74.72
709503ca8738a,credit_card,2,146.09
5eeac3cd09a5d,credit_card,10,138.89
364b5fe6c79b9,credit_card,10,247.23
1f4d31728b629,credit_card,3,74.03
8376f67aa5a44,credit_card,1,73.54
8e580de826bb3,credit_card,6,138.97
1c95c0793b9d8,credit_card,1,47.62
c80695f4d36cb,credit_card,1,49.49
f401f2755b088,credit_card,1,134.46
6cd6512745b3a,credit_card,6,99.24
9aafccced921d,credit_card,1,41.75
9d6e8257bcdf7,credit_card,1,190.37
1ef09d5bc2f5c,boleto_ticket,1,176.75
60180f24cb0c7,credit_card,5,54.34
3358673dcba78,credit_card,4,130.01
4b5e910e8aa9e,credit_card,10,311.21
66388ebbd2565,credit_card,5,124.09
ca8e9e20cb2c3,credit_card,10,344.03
20f837fa912ed,"credit_card, voucher, voucher",1,43.56
592091952b130,credit_card,10,102.87
5880c012ce5f2,boleto_ticket,1,168.18
087889bfe811c,credit_card,7,76.76
213fa6c9c5633,boleto_ticket,1,85.14
54c60b63ddb96,credit_card,6,62.28
36acd009c5451,credit_card,8,153.17
17e513914f9d7,credit_card,1,73.34
1336e49035882,boleto_ticket,1,77.20
bd84b6e56dfec,credit_card,9,99.70
e801a9037047b,credit_card,4,44.10
be879f6ddd97e,boleto_ticket,1,279.04
6b898669aff86,boleto_ticket,1,122.17
a80d0a5453357,credit_card,1,161.52
1d537eba2620a,credit_card,4,133.76
b48b94817eae7,credit_card,8,112.94
49b0418b28bca,credit_card,2,26.00
81d3c9cf769e4,boleto_ticket,1,86.15
136e42eecf470,credit_card,8,182.71
b3919a7735ce7,boleto_ticket,1,43.09
7a2ea1979f3f9,credit_card,1,32.77
df5613e6ddb2e,boleto_ticket,1,204.72
e1b4898887cd1,credit_card,2,132.14
bc0c053e828e1,credit_card,1,74.03
3c6566ae4bab4,credit_card,4,42.27
c714dcf67e7e1,credit_card,1,47.69
929fa78d59bc2,boleto_ticket,1,84.18
867effebc42bc,boleto_ticket,1,354.08
bdac7413e1937,boleto_ticket,1,56.38
97eb3853f676b,credit_card,1,28.17
4f22cd1493ef4,debit_card,1,36.35
386098491c663,credit_card,8,173.82
85bb0a1f89a86,boleto_ticket,1,266.40
2ce76cc02c59d,credit_card,1,115.36
0375406a57467,credit_card,3,115.35
938cf88fad081,credit_card,3,69.73
e3852e2c89ee5,credit_card,1,66.31
3d07a42696bd4,credit_card,2,71.24
484f922905b8d,credit_card,1,36.78
349d8ea8030c2,boleto_ticket,1,149.69
fad8164482acc,debit_card,1,65.00
b27f6abcf081b,credit_card,9,92.57
9a7a3ed999824,credit_card,1,37.86
e38148610b580,boleto_ticket,1,385.52
f20d2002fe6ca,credit_card,2,76.72
960df759783a1,boleto_ticket,1,50.10
72d4dbf7149c4,credit_card,4,104.19
1501ea61f89e0,credit_card,8,104.70
9f683459cbc26,credit_card,7,77.98
94a10228499be,credit_card,2,228.62
b7fc422f3f89d,credit_card,6,121.09
eb7e853a654fc,boleto_ticket,1,154.22
8435b2e9c9534,credit_card,1,88.20
7b53b9b6e2885,credit_card,10,760.78
e23fa6ad6ae76,debit_card,1,27.77
c68d534e2648f,credit_card,8,202.28
466b5be2d58b1,credit_card,3,44.84
b43e5b96cb25b,credit_card,2,170.40
67b28aa41a88e,credit_card,3,113.42
8b82032ad4f0b,credit_card,5,149.19
1b2b35f7d3288,credit_card,1,"1,137.11"
6c82212ca47b7,credit_card,2,66.67
68887ba90cfda,credit_card,4,174.75
3516e556c4cba,credit_card,7,145.57
66b2aa67fa94a,credit_card,3,123.06
784d7e02ecd5b,credit_card,10,124.08
930e55bf168ec,boleto_ticket,1,332.60
d3d4b8c35176b,credit_card,3,186.71
d25396a2b9017,credit_card,8,163.32
e63f9d5743793,voucher,1,32.48
968678c4898d2,credit_card,8,255.75
24bfe2bf1064c,credit_card,6,221.19
0d7d8265ef11d,credit_card,1,32.68
873d036d602c9,credit_card,1,98.25
6bae7f57a72a6,boleto_ticket,1,64.62
df6378d3bbeae,credit_card,5,197.02
7a48f03fe4ca8,credit_card,1,107.78
92b8d077e52a3,boleto_ticket,1,53.09
2491bdf2a99e5,credit_card,1,65.43
578934d38b8fe,credit_card,2,49.34
c97cbfcbf4127,credit_card,1,261.12
3c885c3a88e7d,credit_card,8,241.02
a0862572dba72,credit_card,3,116.23
ec323df86986d,credit_card,8,111.97
042cfa1bb8f4c,credit_card,3,62.27
64cf1074f95cd,credit_card,1,75.66
f4b56f471bacb,credit_card,1,194.43
a5193a085dbb9,credit_card,3,34.51
dbc097459cee2,"voucher, voucher, voucher, voucher",1,192.66
bd7951ff2316c,credit_card,10,292.45
74b9c5e597512,credit_card,5,53.42
ee16c53a95434,boleto_ticket,1,58.27
488af16203cec,credit_card,1,57.72
b3bdaf90f1673,credit_card,3,35.31
ec90770aab5bc,credit_card,1,37.48
8cccd5278355f,credit_card,1,57.25
2c52a532bab44,credit_card,4,244.00
0d4bf8a136bf9,credit_card,3,64.10
2da878a8b9492,credit_card,2,115.45
b06afd739a229,credit_card,7,71.63
98049611ee1fb,"credit_card, credit_card",8,"1,227.98"
29124c267c67a,boleto_ticket,1,458.72
7f6c38ba9167f,credit_card,1,190.48
bf7c6e357ba16,credit_card,4,117.92
538e5842a1b4e,credit_card,1,82.41
b31eac11ac5e6,credit_card,1,71.15
db2bd03aa06f9,boleto_ticket,1,97.81
f0da189316f85,credit_card,3,188.63
4f2645ab6f909,boleto_ticket,1,42.42
646ae3e632b74,credit_card,1,55.09
75ceee06600ae,credit_card,1,57.68
5296914be9eb2,credit_card,4,219.93
b87afc804b4c8,debit_card,1,26.77
205d706b423bc,boleto_ticket,1,18.62
98095eea48668,boleto_ticket,1,322.56
300a0ff629060,credit_card,2,94.21
4dfd094888d27,credit_card,3,163.33
5f28a974c5a32,credit_card,1,57.68
248f978b76873,credit_card,3,125.23
63c10a8766893,credit_card,4,512.46
b7abd007d86b3,credit_card,5,117.77
40db4f0375df2,credit_card,1,82.50
8d0537c057923,credit_card,6,64.42
bc23a877f8740,credit_card,1,115.97
a85429b357d91,credit_card,3,222.86
6ffd706c43b7e,"credit_card, voucher",10,871.26
5.36E+92,credit_card,4,45.50
6fb94ef89136d,credit_card,1,234.69
8bd234d80e414,credit_card,1,64.39
